student_id,name,age,gender,attendance,internal_marks,assignment_marks,quiz_marks,study_hours_per_day,previous_semester_marks,participation,internet_access,parent_education,final_exam_marks
STU1253,Student_254,21,Male,84.9,32.9,49.1,44.9,3.7,91.1,Low,No,Doctorate,63.1
STU1254,Student_255,21,Male,80.9,15.8,27.1,21.9,1.4,45.7,Medium,Yes,Post Graduate,40.9
STU1255,Student_256,18,Male,64.9,28.7,40.3,32.1,2.6,65.9,Low,Yes,Graduate,44.5
STU1256,Student_257,21,Male,66.2,37.1,42.5,44.0,4.0,78.7,Medium,Yes,Graduate,57.9
STU1257,Student_258,19,Female,66.4,40.0,13.8,35.1,3.3,71.3,Low,Yes,Graduate,43.9
STU1258,Student_259,18,Female,79.3,30.1,25.6,26.8,1.9,64.1,Medium,Yes,Graduate,50.9
STU1259,Student_260,19,Male,70.5,21.0,10.3,35.4,3.2,39.5,High,Yes,Graduate,47.8
STU1260,Student_261,18,Male,83.9,27.3,18.7,33.1,0.9,52.9,Low,Yes,High School,34.0
STU1261,Student_262,21,Female,43.7,55.6,45.8,26.4,4.9,67.8,Medium,Yes,Graduate,69.2
STU1262,Student_263,19,Male,67.7,43.1,28.9,27.7,2.9,53.2,Medium,Yes,Post Graduate,50.1
STU1263,Student_264,19,Male,64.5,26.6,47.6,33.8,4.9,68.1,Low,Yes,Graduate,64.0
STU1264,Student_265,19,Male,74.9,41.9,35.7,29.4,2.4,75.2,High,Yes,High School,53.4
STU1265,Student_266,18,Female,71.5,37.5,20.8,37.0,2.4,79.4,Low,Yes,Post Graduate,41.8
STU1266,Student_267,20,Female,87.6,26.2,0.0,28.4,2.1,46.6,Medium,Yes,High School,41.5
STU1267,Student_268,21,Female,55.7,49.5,47.0,46.4,4.5,97.9,Medium,Yes,High School,69.4
STU1268,Student_269,19,Male,78.5,37.8,29.9,14.1,2.1,76.5,Medium,No,High School,48.5
STU1269,Student_270,22,Male,84.7,39.8,23.5,27.6,4.2,65.0,Medium,No,High School,47.9
STU1270,Student_271,20,Female,100.0,35.7,17.9,42.9,2.6,81.3,Low,Yes,Post Graduate,57.6
STU1271,Student_272,22,Female,72.2,33.4,28.2,6.1,0.2,100.0,Low,Yes,Graduate,45.4
STU1272,Student_273,21,Female,81.9,20.7,19.0,32.9,2.3,43.4,Medium,Yes,High School,38.8
STU1273,Student_274,21,Female,56.4,30.7,31.7,28.8,1.4,61.6,Medium,Yes,Post Graduate,53.1
STU1274,Student_275,19,Male,49.3,26.4,20.4,33.8,3.3,29.3,High,Yes,Post Graduate,45.4
STU1275,Student_276,19,Female,88.1,38.2,43.3,24.2,1.4,67.9,High,Yes,Post Graduate,62.0
STU1276,Student_277,18,Male,77.9,38.0,25.8,21.0,4.6,70.5,High,Yes,High School,55.8
STU1277,Student_278,20,Female,92.1,37.3,39.1,35.6,3.1,64.4,Medium,Yes,Graduate,55.1
STU1278,Student_279,20,Male,61.5,38.5,27.0,39.6,2.9,55.2,Medium,Yes,Doctorate,46.5
STU1279,Student_280,19,Female,84.2,35.6,29.5,35.4,4.2,34.3,High,Yes,Post Graduate,52.0
STU1280,Student_281,21,Female,100.0,41.6,31.8,33.6,4.6,70.6,Medium,Yes,High School,40.1
STU1281,Student_282,19,Female,83.0,42.6,49.1,39.6,3.2,86.8,Low,Yes,High School,56.7
STU1282,Student_283,21,Female,81.3,30.0,27.6,20.0,2.0,56.1,High,Yes,Graduate,48.8
STU1283,Student_284,21,Male,,,,16.1,,71.6,High,Yes,Post Graduate,51.6
STU1284,Student_285,19,Female,59.1,21.7,19.9,29.8,2.2,41.5,Medium,Yes,Graduate,37.9
STU1285,Student_286,17,Male,94.3,41.6,28.5,20.0,2.3,71.9,Low,Yes,Graduate,53.7
STU1286,Student_287,20,Male,70.7,39.0,34.1,23.3,3.4,59.1,Medium,Yes,High School,37.0
STU1287,Student_288,22,Male,84.1,27.4,13.7,16.9,2.7,53.6,High,Yes,Graduate,46.9
STU1288,Student_289,21,Male,59.2,35.8,29.0,19.5,4.2,53.6,High,Yes,Post Graduate,44.1
STU1289,Student_290,21,Female,63.8,23.9,30.4,28.2,2.3,59.1,Low,Yes,Graduate,36.1
STU1290,Student_291,17,Male,95.2,43.2,32.8,44.1,3.1,70.7,Low,Yes,Post Graduate,58.4
STU1291,Student_292,22,Male,73.8,32.5,41.8,31.9,5.0,45.3,High,No,Doctorate,64.9
STU1292,Student_293,18,Male,95.4,32.5,37.6,18.9,3.7,59.0,Medium,No,High School,51.9
STU1293,Student_294,17,Female,77.1,32.2,30.2,39.3,3.1,64.4,Medium,Yes,Graduate,54.0
STU1294,Student_295,22,Female,55.9,25.8,24.9,38.9,2.3,48.5,High,Yes,High School,44.9
STU1295,Student_296,17,Female,88.7,40.1,40.9,31.0,2.3,91.9,Low,Yes,Post Graduate,57.0
STU1296,Student_297,21,Female,70.9,31.8,27.1,19.0,1.9,52.2,Medium,Yes,Graduate,41.0
STU1297,Student_298,20,Male,86.4,26.0,7.0,30.7,2.4,55.0,Low,No,Graduate,42.6
STU1298,Student_299,17,Male,78.3,45.8,25.3,46.9,4.3,50.3,Medium,Yes,Post Graduate,49.7
STU1299,Student_300,18,Female,59.5,57.2,24.6,34.5,2.9,92.0,High,Yes,Graduate,68.6
STU1300,Student_301,19,Male,80.0,25.8,41.4,14.8,1.2,73.3,Medium,Yes,Post Graduate,49.0
STU1301,Student_302,22,Male,100.0,38.7,32.0,44.6,5.9,51.0,High,Yes,Graduate,68.7
STU1302,Student_303,17,Male,83.9,38.5,35.9,46.5,3.7,81.6,Medium,Yes,High School,67.0
STU1303,Student_304,17,Female,77.3,27.9,35.5,24.9,1.1,68.0,Medium,Yes,Graduate,38.5
STU1304,Student_305,18,Female,90.9,51.1,34.6,25.6,2.5,68.9,Low,Yes,Post Graduate,53.1
STU1305,Student_306,20,Male,80.5,31.7,18.1,40.5,3.4,59.8,Medium,No,High School,42.8
STU1306,Student_307,17,Female,80.5,41.8,32.6,44.1,5.8,53.8,Medium,No,Post Graduate,49.1
STU1307,Student_308,17,Female,64.9,36.9,24.9,20.1,1.5,70.1,Low,Yes,Post Graduate,40.9
STU1308,Student_309,20,Female,80.8,28.8,14.2,36.3,4.7,56.8,Medium,Yes,High School,64.7
STU1309,Student_310,18,Female,90.4,46.0,38.7,36.7,5.3,92.3,Medium,Yes,Doctorate,76.9
STU1310,Student_311,22,Female,68.0,15.7,20.0,29.2,2.3,46.0,Medium,Yes,High School,49.9
STU1311,Student_312,22,Male,95.1,36.5,36.7,35.2,2.8,88.0,Medium,Yes,High School,65.2
STU1312,Student_313,17,Female,76.9,7.3,11.3,21.5,1.6,63.3,Medium,Yes,High School,33.6
STU1313,Student_314,20,Male,67.3,40.9,43.1,32.2,2.9,69.5,Low,Yes,Post Graduate,53.1
STU1314,Student_315,17,Male,,,,36.0,,77.5,Low,Yes,Graduate,63.9
STU1315,Student_316,19,Female,74.6,36.0,30.3,41.5,4.2,55.5,Medium,Yes,High School,55.3
STU1316,Student_317,22,Male,87.1,34.3,43.3,47.9,4.8,78.0,Medium,Yes,Graduate,61.9
STU1317,Student_318,21,Male,74.5,10.9,5.9,14.3,2.1,24.4,Low,No,Graduate,15.9
STU1318,Student_319,19,Male,77.3,18.6,24.0,23.9,0.2,54.2,High,Yes,High School,60.3
STU1319,Student_320,17,Female,83.9,21.9,22.2,31.7,3.2,51.1,High,Yes,Post Graduate,51.2
STU1320,Student_321,18,Female,81.5,36.2,16.2,24.4,3.6,46.2,Medium,No,Post Graduate,45.3
STU1321,Student_322,22,Male,54.1,42.0,36.4,31.8,3.6,61.8,Low,Yes,Graduate,51.4
STU1322,Student_323,21,Female,64.5,27.2,46.4,30.7,2.7,70.8,High,No,Doctorate,56.1
STU1323,Student_324,19,Female,89.2,46.2,42.2,40.8,3.4,75.5,Medium,Yes,Graduate,64.0
STU1324,Student_325,22,Female,76.4,56.2,47.0,39.3,5.5,68.6,High,Yes,Doctorate,80.7
STU1325,Student_326,20,Female,71.7,48.6,23.5,28.2,3.8,55.0,High,Yes,Graduate,55.2
STU1326,Student_327,18,Male,61.7,58.9,15.2,49.3,2.6,70.5,High,Yes,Graduate,53.5
STU1327,Student_328,19,Male,65.0,26.7,44.3,38.1,2.4,66.9,Medium,Yes,High School,49.8
STU1328,Student_329,20,Female,53.7,62.9,55.4,28.5,2.9,79.0,Low,Yes,Post Graduate,59.3
STU1329,Student_330,17,Female,76.8,44.9,56.5,50.9,5.7,76.7,Medium,Yes,Graduate,78.9
STU1330,Student_331,20,Male,70.8,30.2,26.8,32.3,2.9,65.5,Medium,Yes,High School,56.2
STU1331,Student_332,19,Male,66.4,32.8,14.5,31.8,3.2,51.5,Medium,No,High School,43.1
STU1332,Student_333,19,Female,77.2,24.9,14.9,27.8,2.5,55.2,Low,No,Graduate,32.2
STU1333,Student_334,17,Male,82.4,40.3,15.0,46.9,4.8,56.8,Low,Yes,Graduate,46.0
STU1334,Student_335,20,Female,100.0,31.9,35.3,45.6,6.1,60.3,High,Yes,Post Graduate,67.9
STU1335,Student_336,20,Female,59.9,37.4,50.0,35.7,3.9,69.0,Medium,Yes,Post Graduate,62.4
STU1336,Student_337,17,Male,91.9,50.5,33.3,45.3,3.3,75.7,High,Yes,High School,62.4
STU1337,Student_338,20,Male,89.7,35.1,33.7,34.6,3.3,64.2,High,No,Post Graduate,56.0
STU1338,Student_339,22,Female,68.7,27.2,36.6,20.7,0.0,65.2,Medium,Yes,High School,38.6
STU1339,Student_340,17,Female,80.4,43.5,30.2,40.2,4.3,67.1,Medium,Yes,Post Graduate,61.5
STU1340,Student_341,18,Male,72.5,42.5,48.9,29.9,3.4,57.3,High,Yes,Post Graduate,46.4
STU1341,Student_342,19,Female,80.2,18.6,47.3,30.6,3.8,51.1,Medium,Yes,Graduate,44.2
STU1342,Student_343,18,Male,96.1,26.5,17.5,14.7,2.1,38.7,Medium,Yes,Post Graduate,38.9
STU1343,Student_344,22,Female,85.3,27.5,19.8,20.0,2.6,54.6,Low,No,High School,46.1
STU1344,Student_345,22,Male,84.1,38.0,38.7,23.0,2.6,72.1,Medium,Yes,Graduate,50.6
STU1345,Student_346,21,Male,72.8,44.4,27.3,22.6,4.7,54.5,Medium,Yes,Post Graduate,56.8
STU1346,Student_347,21,Male,60.2,22.8,16.4,20.9,2.6,61.4,Low,Yes,Graduate,42.1
STU1347,Student_348,21,Female,75.5,39.6,53.8,45.2,6.3,72.0,Low,No,Graduate,70.7
STU1348,Student_349,17,Female,92.5,25.0,47.1,38.0,3.8,72.8,Medium,No,Graduate,65.4
STU1349,Student_350,20,Male,59.7,19.0,21.9,17.4,1.3,48.8,Low,Yes,Post Graduate,36.1
STU1350,Student_351,22,Female,65.3,51.6,22.9,14.8,3.0,80.0,Low,Yes,High School,47.7
STU1351,Student_352,18,Male,79.5,38.4,21.9,47.5,2.2,81.9,Medium,Yes,High School,51.9
STU1352,Student_353,18,Male,66.2,8.5,17.9,24.2,0.0,48.1,High,Yes,Post Graduate,37.2
STU1353,Student_354,18,Female,68.5,34.0,27.4,42.2,5.6,52.6,Medium,No,Post Graduate,52.8
STU1354,Student_355,18,Female,72.9,34.2,36.4,59.2,4.3,82.9,Low,Yes,High School,63.1
STU1355,Student_356,21,Male,61.6,28.1,42.2,26.0,4.0,62.8,Low,Yes,High School,50.2
STU1356,Student_357,18,Female,66.3,26.0,26.9,40.1,3.4,31.7,Medium,Yes,High School,45.2
STU1357,Student_358,20,Female,86.4,11.5,31.9,8.9,1.1,44.0,Medium,Yes,High School,42.8
STU1358,Student_359,21,Male,62.3,40.9,17.8,30.5,2.5,61.3,High,Yes,Graduate,63.2
STU1359,Student_360,18,Male,58.8,32.0,24.5,20.8,4.5,47.6,Medium,Yes,Post Graduate,49.7
STU1360,Student_361,17,Female,70.4,29.0,32.2,24.2,1.6,58.8,High,Yes,Graduate,55.8
STU1361,Student_362,19,Male,86.8,24.0,27.4,23.1,0.0,65.5,Low,Yes,Graduate,39.3
STU1362,Student_363,19,Male,75.6,49.6,53.0,36.3,2.9,86.9,Medium,Yes,Graduate,72.5
STU1363,Student_364,19,Female,72.4,39.5,32.9,36.6,3.0,60.6,Low,Yes,Post Graduate,59.1
STU1364,Student_365,21,Male,78.5,45.3,55.4,38.8,3.4,81.1,High,Yes,Graduate,74.2
STU1365,Student_366,18,Male,57.1,52.0,46.4,38.4,4.3,86.4,Medium,Yes,Doctorate,69.6
STU1366,Student_367,22,Female,83.9,45.5,51.4,37.6,4.2,86.5,Medium,Yes,Graduate,63.9
STU1367,Student_368,22,Female,82.6,42.9,30.0,42.5,3.6,69.3,Low,Yes,High School,45.9
STU1368,Student_369,22,Male,73.1,26.5,25.1,24.8,5.0,35.6,Low,Yes,Graduate,42.8
STU1369,Student_370,21,Male,90.1,31.5,36.5,33.4,0.9,71.9,Medium,Yes,High School,59.8
STU1370,Student_371,20,Female,64.5,42.1,54.4,51.2,4.0,80.7,Low,Yes,Graduate,61.0
STU1371,Student_372,17,Female,91.5,34.2,39.9,20.5,4.1,63.8,Medium,No,High School,56.9
STU1372,Student_373,17,Female,79.9,34.9,34.3,42.8,1.3,91.2,Low,Yes,High School,59.0
STU1373,Student_374,19,Female,74.0,37.6,43.3,45.5,0.9,77.9,Medium,Yes,Post Graduate,56.8
STU1374,Student_375,19,Male,77.8,46.2,9.1,32.7,2.1,73.5,High,Yes,High School,61.8
STU1375,Student_376,22,Female,76.7,48.5,19.7,38.6,2.2,81.3,High,Yes,Post Graduate,45.4
STU1376,Student_377,22,Female,92.6,30.8,42.1,47.5,4.3,70.0,High,Yes,High School,55.6
STU1377,Student_378,19,Male,65.1,28.3,15.6,15.0,2.3,27.6,Low,Yes,Graduate,26.8
STU1378,Student_379,18,Female,68.8,26.2,30.9,26.5,1.9,57.5,Low,Yes,Graduate,38.0
STU1379,Student_380,20,Male,90.4,44.9,35.4,22.3,2.3,83.0,Medium,Yes,Graduate,61.0
STU1380,Student_381,20,Female,70.9,28.6,36.5,36.7,4.9,52.9,Medium,Yes,High School,53.6
STU1381,Student_382,20,Female,88.8,35.4,21.4,35.8,3.2,61.6,Medium,Yes,High School,53.7
STU1382,Student_383,20,Female,98.4,30.9,30.2,31.0,2.9,49.3,Low,Yes,High School,48.9
STU1383,Student_384,19,Male,73.2,33.8,49.6,49.1,3.0,91.8,Low,Yes,High School,54.1
STU1384,Student_385,17,Male,86.2,56.2,56.5,40.5,5.1,90.2,Low,Yes,Graduate,63.9
STU1385,Student_386,19,Female,64.2,37.7,43.5,19.1,2.1,51.7,High,Yes,Doctorate,55.9
STU1386,Student_387,20,Male,87.1,41.1,39.0,58.0,5.2,67.2,Low,Yes,Post Graduate,60.9
STU1387,Student_388,19,Male,80.4,43.3,30.7,29.1,3.5,54.8,Medium,Yes,Post Graduate,45.9
STU1388,Student_389,20,Male,83.7,37.2,18.2,36.1,3.0,74.2,Low,Yes,Post Graduate,60.3
STU1389,Student_390,21,Male,70.3,56.8,37.6,49.2,7.0,72.6,Medium,No,Graduate,76.9
STU1390,Student_391,22,Male,58.1,17.9,29.1,22.2,1.6,77.2,Medium,Yes,High School,53.9
STU1391,Student_392,17,Male,84.0,55.5,41.8,46.4,2.7,70.0,High,Yes,Post Graduate,68.8
STU1392,Student_393,21,Female,53.2,56.2,32.4,30.9,1.4,100.0,High,Yes,Graduate,67.6
STU1393,Student_394,18,Female,74.2,31.4,36.8,23.1,4.6,49.6,Medium,Yes,Graduate,59.5
STU1394,Student_395,19,Male,89.3,17.0,28.0,30.5,5.7,39.3,High,Yes,High School,46.5
STU1395,Student_396,18,Female,80.3,43.0,33.2,22.5,5.7,59.1,High,Yes,Graduate,67.8
STU1396,Student_397,19,Female,100.0,20.0,29.5,26.6,5.0,41.5,High,No,Graduate,52.4
STU1397,Student_398,22,Female,90.3,29.3,18.2,15.7,2.9,42.6,High,Yes,Post Graduate,53.9
STU1398,Student_399,21,Female,70.2,31.4,20.0,31.4,2.7,50.0,Low,No,Graduate,42.0
STU1399,Student_400,22,Male,78.3,15.0,2.6,12.1,0.7,51.2,Medium,Yes,Graduate,42.0
STU1400,Student_401,20,Female,77.4,48.1,31.0,48.4,6.3,50.7,Low,Yes,Doctorate,62.9
STU1401,Student_402,22,Female,59.0,47.3,30.4,50.0,3.9,72.8,Low,Yes,High School,46.5
STU1402,Student_403,22,Male,66.7,38.3,21.2,34.3,2.5,57.4,High,No,Graduate,58.7
STU1403,Student_404,20,Male,71.3,40.6,39.0,37.6,5.2,62.3,Medium,Yes,High School,52.0
STU1404,Student_405,19,Female,53.6,25.1,38.3,31.6,1.7,78.4,Medium,No,Post Graduate,58.4
STU1405,Student_406,20,Female,78.6,40.6,30.5,17.5,3.8,53.5,High,Yes,Post Graduate,55.6
STU1406,Student_407,21,Female,75.0,30.9,38.6,28.7,2.9,61.0,High,Yes,High School,59.9
STU1407,Student_408,22,Female,57.9,29.7,40.9,30.2,4.2,70.5,High,No,Post Graduate,65.2
STU1408,Student_409,20,Female,82.9,34.5,17.4,29.4,3.1,35.9,Low,Yes,High School,42.0
STU1409,Student_410,22,Female,86.6,31.5,8.1,35.9,1.0,29.2,Low,Yes,Post Graduate,39.9
STU1410,Student_411,21,Male,80.7,37.7,35.9,38.8,3.3,70.2,Medium,Yes,Post Graduate,62.5
STU1411,Student_412,18,Female,74.1,60.6,43.1,23.0,4.8,72.4,Low,No,Post Graduate,49.1
STU1412,Student_413,21,Female,85.1,48.7,55.6,38.3,3.2,96.0,Low,No,High School,63.4
STU1413,Student_414,17,Male,86.2,37.1,46.5,38.9,4.4,67.4,Medium,Yes,Doctorate,57.8
STU1414,Student_415,17,Male,81.7,30.7,25.6,30.4,1.6,77.3,High,Yes,Post Graduate,58.3
STU1415,Student_416,17,Male,68.1,47.5,28.7,24.9,3.2,62.1,Medium,No,High School,42.4
STU1416,Student_417,22,Male,81.3,28.5,36.8,32.3,2.3,69.5,Medium,Yes,Post Graduate,48.1
STU1417,Student_418,19,Female,92.3,54.8,52.9,33.0,4.3,90.0,Medium,Yes,High School,78.8
STU1418,Student_419,19,Female,70.8,18.4,29.0,14.2,3.2,33.1,Low,No,Post Graduate,42.3
STU1419,Student_420,19,Female,100.0,37.4,34.8,44.0,4.2,71.2,Low,Yes,High School,57.5
STU1420,Student_421,22,Female,71.7,61.4,33.4,39.2,4.8,97.0,High,Yes,Post Graduate,77.3
STU1421,Student_422,21,Female,78.4,37.2,24.7,42.4,4.2,69.2,Medium,Yes,Graduate,56.6
STU1422,Student_423,19,Female,69.9,43.5,43.2,29.0,3.6,89.8,High,No,High School,65.6
STU1423,Student_424,18,Male,80.7,36.4,27.1,39.4,1.7,55.6,Low,No,High School,38.6
STU1424,Student_425,17,Female,57.1,48.2,19.6,25.2,3.2,64.5,High,No,High School,56.6
STU1425,Student_426,21,Male,71.4,38.6,29.4,27.2,2.4,65.5,Medium,Yes,Graduate,50.0
STU1426,Student_427,17,Male,64.9,15.5,24.2,23.3,2.7,31.7,Medium,No,High School,30.5
STU1427,Student_428,19,Female,79.6,22.7,11.6,19.6,2.6,47.5,Medium,No,Graduate,39.4
STU1428,Student_429,21,Male,89.9,25.1,32.3,22.6,1.7,48.5,High,Yes,High School,42.2
STU1429,Student_430,20,Female,85.8,34.4,24.0,29.6,0.3,77.3,Medium,No,High School,48.4
STU1430,Student_431,18,Male,49.5,29.9,45.4,40.9,2.2,78.1,Medium,Yes,Post Graduate,53.6
STU1431,Student_432,19,Female,100.0,44.2,27.9,42.1,3.5,69.9,High,Yes,High School,64.6
STU1432,Student_433,19,Male,81.5,35.2,19.8,26.5,1.2,77.4,High,Yes,Post Graduate,63.2
STU1433,Student_434,18,Female,68.7,20.9,25.3,30.2,3.2,62.5,Medium,Yes,Post Graduate,46.1
STU1434,Student_435,18,Female,79.9,44.1,43.3,70.4,6.1,83.0,Medium,Yes,Graduate,73.0
STU1435,Student_436,20,Female,80.1,36.1,30.7,46.9,4.7,65.1,Medium,Yes,Graduate,62.3
STU1436,Student_437,19,Female,70.0,42.9,35.2,34.3,5.7,65.9,Low,Yes,Post Graduate,57.3
STU1437,Student_438,22,Female,80.4,50.9,34.2,34.4,3.8,61.0,Medium,Yes,High School,59.1
STU1438,Student_439,19,Male,70.7,47.0,37.1,39.6,5.0,75.3,High,Yes,High School,68.1
STU1439,Student_440,17,Male,73.1,23.1,25.1,24.8,2.1,58.7,High,Yes,High School,52.8
STU1440,Student_441,21,Male,69.8,40.2,16.3,21.6,2.2,79.6,Medium,Yes,Post Graduate,50.4
STU1441,Student_442,21,Female,60.8,16.4,20.7,10.7,0.0,48.0,Medium,Yes,High School,25.4
STU1442,Student_443,17,Male,79.8,37.0,28.6,50.9,5.0,48.5,Low,Yes,Graduate,51.6
STU1443,Student_444,21,Female,85.0,51.3,56.2,49.8,5.5,75.3,High,Yes,Doctorate,71.7
STU1444,Student_445,18,Female,84.2,42.4,18.9,6.3,2.4,63.7,High,No,Post Graduate,54.8
STU1445,Student_446,21,Male,87.8,31.5,9.3,39.6,2.8,58.2,Medium,Yes,Graduate,42.6
STU1446,Student_447,21,Male,81.9,50.8,38.9,41.7,2.1,78.4,High,Yes,High School,76.2
STU1447,Student_448,17,Female,71.6,41.0,32.5,28.7,3.8,55.9,Medium,Yes,Post Graduate,62.9
STU1448,Student_449,20,Male,88.1,33.8,23.9,44.7,4.9,62.0,Medium,No,Graduate,56.2
STU1449,Student_450,21,Female,61.7,53.9,16.3,20.5,0.6,86.0,Low,Yes,High School,52.4
STU1450,Student_451,22,Female,67.2,49.3,55.7,37.4,3.8,88.1,Medium,No,High School,53.3
STU1451,Student_452,21,Female,66.4,37.2,52.2,51.3,2.8,88.6,Medium,Yes,Post Graduate,81.5
STU1452,Student_453,20,Female,91.0,47.7,4.9,29.4,3.4,60.8,Medium,No,Graduate,47.2
STU1453,Student_454,17,Female,89.3,61.7,34.4,23.8,3.9,83.5,Medium,Yes,Post Graduate,67.0
STU1454,Student_455,20,Male,83.8,28.8,41.7,26.3,2.9,50.8,High,No,Post Graduate,41.7
STU1455,Student_456,17,Male,90.9,25.5,20.7,26.7,3.0,51.4,Low,Yes,Graduate,47.1
STU1456,Student_457,18,Female,67.4,19.2,12.7,31.3,2.9,29.7,Medium,Yes,Graduate,30.8
STU1457,Student_458,17,Female,82.2,55.9,40.5,46.0,4.7,90.1,Medium,Yes,Graduate,71.9
STU1458,Student_459,18,Male,76.5,42.4,16.5,27.0,3.8,52.0,Medium,Yes,High School,45.0
STU1459,Student_460,18,Male,88.2,40.3,13.8,42.3,3.5,63.1,Medium,Yes,Graduate,48.6
STU1460,Student_461,17,Female,76.6,25.2,31.7,21.7,1.3,51.3,Low,No,Post Graduate,35.3
STU1461,Student_462,22,Male,73.4,49.9,14.5,26.3,2.6,75.4,Low,No,Graduate,50.8
STU1462,Student_463,19,Female,84.5,34.8,34.5,46.2,4.5,59.4,Medium,Yes,Post Graduate,52.7
STU1463,Student_464,17,Male,88.5,36.3,33.0,28.6,3.3,45.4,Medium,Yes,Graduate,45.8
STU1464,Student_465,21,Female,70.0,38.9,21.0,38.3,4.2,71.6,Low,Yes,Graduate,58.0
STU1465,Student_466,22,Male,77.3,38.2,20.5,37.9,5.8,43.5,Medium,Yes,Graduate,69.2
STU1466,Student_467,22,Female,65.3,34.5,42.5,25.3,4.8,52.4,Medium,Yes,Graduate,56.2
STU1467,Student_468,21,Male,48.0,22.8,25.3,18.5,3.3,33.4,Medium,Yes,Post Graduate,34.4
STU1468,Student_469,19,Male,80.4,21.6,15.1,22.7,2.4,43.6,High,Yes,High School,39.5
STU1469,Student_470,22,Female,85.3,37.8,35.7,18.6,0.0,67.7,Low,Yes,Graduate,45.3
STU1470,Student_471,18,Male,81.1,17.0,31.7,33.7,2.9,35.5,Low,Yes,High School,35.9
STU1471,Student_472,19,Female,54.6,19.3,24.4,25.6,2.7,42.8,High,Yes,Graduate,48.3
STU1472,Student_473,21,Male,73.8,54.4,23.2,42.4,3.8,65.0,Medium,Yes,Graduate,60.3
STU1473,Student_474,19,Female,51.4,39.5,23.2,29.1,3.0,56.8,Medium,Yes,Graduate,53.5
STU1474,Student_475,17,Male,94.4,27.0,42.8,48.8,2.7,94.9,High,No,Doctorate,66.8
STU1475,Student_476,19,Female,65.0,34.0,31.7,33.3,0.5,92.5,High,Yes,Graduate,65.1
STU1476,Student_477,18,Male,93.1,11.7,32.1,22.9,1.8,52.0,High,Yes,Post Graduate,47.5
STU1477,Student_478,17,Female,89.4,33.5,20.1,37.5,3.9,73.4,Medium,Yes,Graduate,51.6
STU1478,Student_479,20,Male,67.2,22.8,26.2,37.5,5.8,76.2,Medium,Yes,Graduate,71.5
STU1479,Student_480,21,Female,64.4,30.6,29.2,33.8,3.1,56.0,Medium,No,High School,34.3
STU1480,Student_481,21,Female,82.2,19.0,19.2,27.2,3.7,42.6,Low,Yes,High School,34.6
STU1481,Student_482,19,Female,67.9,40.2,27.9,33.3,4.6,64.8,Medium,Yes,Graduate,52.6
STU1482,Student_483,22,Male,79.2,18.0,9.2,36.7,2.0,62.4,Low,Yes,Graduate,57.1
STU1483,Student_484,17,Female,72.2,35.5,30.2,21.5,3.8,58.5,High,No,High School,61.1
STU1484,Student_485,20,Male,56.6,31.6,29.8,26.1,2.1,71.6,Medium,No,High School,54.4
STU1485,Student_486,17,Female,51.2,47.0,36.6,43.4,4.5,53.7,Medium,Yes,High School,52.0
STU1486,Student_487,21,Male,80.7,40.6,25.9,30.7,3.4,47.7,Medium,Yes,Doctorate,68.0
STU1487,Student_488,17,Female,71.3,43.7,31.0,33.9,3.6,66.6,Low,Yes,High School,53.7
STU1488,Student_489,20,Male,71.4,31.7,41.6,31.5,2.0,70.8,Low,No,Graduate,54.0
STU1489,Student_490,22,Male,86.4,47.7,14.2,33.0,4.3,47.4,Medium,Yes,High School,51.8
STU1490,Student_491,19,Female,92.1,38.0,48.7,35.2,6.3,78.9,Low,No,Graduate,63.4
STU1491,Student_492,18,Male,74.7,9.2,1.0,15.2,1.7,38.4,Medium,Yes,High School,28.2
STU1492,Student_493,17,Male,73.9,29.9,18.1,42.2,2.7,56.3,High,Yes,High School,48.6
STU1493,Student_494,18,Female,84.0,53.0,18.0,26.4,3.5,61.1,High,Yes,Graduate,61.6
STU1494,Student_495,21,Male,61.7,33.8,38.2,31.4,4.4,55.5,Medium,Yes,High School,53.2
STU1495,Student_496,19,Male,80.7,28.3,25.1,21.7,2.4,56.5,Low,Yes,High School,41.5
STU1496,Student_497,19,Male,84.6,25.7,32.4,27.1,0.0,93.1,High,Yes,High School,62.9
STU1497,Student_498,17,Female,86.2,44.0,20.2,31.2,5.2,52.2,High,Yes,High School,38.8
STU1498,Student_499,22,Male,54.8,60.5,42.8,51.6,4.3,100.0,Low,Yes,High School,70.4
STU1499,Student_500,19,Female,68.9,36.8,18.9,25.7,0.6,71.6,Medium,Yes,High School,49.3
STU1500,Student_501,17,Male,67.5,28.4,32.8,36.1,2.3,66.4,Low,Yes,Post Graduate,56.8
STU1501,Student_502,17,Male,79.2,40.0,29.3,34.6,5.6,72.1,High,No,Graduate,62.3
STU1502,Student_503,18,Male,83.8,45.9,61.8,48.5,5.4,100.0,High,No,Graduate,79.2
STU1503,Student_504,19,Female,96.0,34.5,12.3,31.4,4.6,50.1,Low,No,High School,50.7
STU1504,Student_505,17,Male,72.1,19.3,16.1,30.2,2.9,48.2,High,No,Doctorate,55.8
STU1505,Student_506,18,Male,72.0,22.0,43.8,22.2,3.3,53.7,Medium,Yes,Graduate,46.7
STU1506,Student_507,20,Female,91.8,31.8,26.1,39.9,3.0,65.5,High,Yes,High School,57.4
STU1507,Student_508,18,Male,81.6,26.4,12.8,42.0,4.9,39.1,Medium,Yes,Graduate,58.3
